OrderID,CustomerID,ProductID,OrderDate,OrderTime,Quantity,ProductPrice,TotalAmount,OrderStatus,PaymentMethod,ShippingMethod,ShippingDate,ProductCategory,CustomerRating,CancellationReason
ORD970246,CUS4575,PID2715,2025-01-20,04:55:31,4,181.3,725.2,Shipped,paypal,Standard,2025-01-22,Beauty,,
ORD530913,CUS2433,PID4169,2023-11-07,10:04:58,3,32.51,97.53,Cancelled,,Standard,,Clothing,,
ORD182947,CUS7692,PID5864,2023-09-19,23:22:02,5,280.58,1402.9,Delivered,PayPal,Standard,2023-09-22,Electronics,4.2,
ORD817532,CUS6120,PID8143,2024-10-07,18:24:57,3,178.12,534.36,Shipped,PayPal,Standard,2024-10-10,Books,,
ORD442485,CUS3937,PID6343,2024-05-19,09:28:06,4,274.75,1099.0,Shipped,paypal,Standard,2024-05-22,Books,,
ORD474390,CUS8609,PID8694,2025-05-11,07:45:50,1,378.17,378.17,Shipped,Debit Card,Standard,2025-05-13,Sports,,
ORD324356,CUS5818,PID4507,2024-06-18,14:24:10,3,326.25,978.75,Shipped,Debit Card,Standard,2024-06-19,Beauty,,
ORD412036,CUS7126,PID2367,2023-08-22,17:29:25,1,332.63,332.63,Returned,paypal,Standard,,Home & Kitchen,,
ORD865327,CUS1827,PID5225,2024-04-06,18:56:11,5,465.14,2325.7,Cancelled,,Next-Day,,Sports,,Payment failed
ORD997443,CUS1594,PID8002,2025-02-27,16:32:09,4,220.67,882.68,Cancelled,,Standard,,Sports,,Fraud detected
ORD988824,CUS8221,PID3086,2024-03-24,04:41:23,2,97.04,194.08,Returned,paypal,Express,,Home & Kitchen,,
ORD625403,CUS8846,PID2872,2023-12-25,14:32:40,2,307.65,615.3,Cancelled,,Standard,,Sports,,Customer request
ORD855461,CUS7412,PID8951,2025-06-04,08:32:03,1,286.43,286.43,Processing,Bank Transfer,Next-Day,,Electronics,,
ORD591499,CUS4861,PID9262,2024-05-13,00:02:02,2,331.36,662.72,Cancelled,,Express,,Toys,,Out of stock
ORD789109,CUS8350,PID6364,2024-11-23,01:16:54,4,459.8,1839.2,Delivered,paypal,Next-Day,2024-11-26,Clothing,2.9,
ORD349717,CUS7146,PID6119,2025-05-15,12:20:04,2,138.99,277.98,Cancelled,,Express,,Toys,,Out of stock
ORD528830,CUS3250,PID7825,2024-01-04,10:08:35,2,84.86,169.72,Shipped,Gift Card,Next-Day,2024-01-07,Beauty,,
ORD716332,CUS7771,PID7802,2024-11-13,05:48:49,4,185.46,741.84,Cancelled,,Express,,Electronics,,
ORD371669,CUS5684,PID8281,2025-03-14,05:28:02,5,435.53,2177.65,Returned,PayPal,Next-Day,,Home & Kitchen,,
ORD775622,CUS4396,PID9453,2025-01-06,00:13:40,4,498.04,1992.16,Cancelled,,Next-Day,,Books,,
ORD704622,CUS9991,PID8951,2024-09-16,05:56:49,4,286.43,1145.72,Cancelled,,Standard,,Electronics,,Out of stock
ORD244930,CUS8749,PID2113,2023-12-21,10:51:32,4,469.69,1878.76,Shipped,Debit Card,Next-Day,2023-12-23,Books,,
ORD806121,CUS2313,PID4679,2025-01-14,10:01:33,4,162.33,649.32,Cancelled,,Express,,Electronics,,Payment failed
ORD194324,CUS7170,PID6384,2024-12-26,09:44:28,4,270.72,1082.88,Cancelled,,Standard,,Toys,,Fraud detected
ORD609119,CUS9056,PID5792,2024-03-17,02:17:57,5,485.88,2429.4,Processing,Bank Transfer,Standard,,Clothing,,
ORD320973,CUS8861,PID9696,2024-03-11,18:30:52,3,96.72,290.16,Cancelled,,Express,,Toys,,Fraud detected
ORD149366,CUS2107,PID7441,2025-02-26,03:38:07,3,402.62,1207.86,Shipped,PayPal,Standard,2025-03-01,Sports,,
ORD270992,CUS8482,PID8087,2025-07-21,00:59:59,1,461.0,461.0,Returned,Bank Transfer,Express,,Clothing,,
ORD122081,CUS8036,PID4920,2025-07-10,18:28:19,1,152.81,152.81,Processing,credit card,Express,,Books,,
ORD212443,CUS3117,PID5808,2024-07-14,04:49:19,1,375.23,375.23,Processing,Bank Transfer,Express,,Toys,,
ORD343474,CUS3194,PID4978,2024-11-08,15:32:29,4,374.45,1497.8,Processing,credit card,Express,,Home & Kitchen,,
ORD304273,CUS7251,PID7542,2023-09-30,08:54:40,5,471.86,2359.3,Processing,Bank Transfer,Standard,,Toys,,
ORD458749,CUS6017,PID1800,2024-06-17,19:58:06,3,467.08,1401.24,Processing,Gift Card,Next-Day,,Toys,,
ORD228452,CUS9854,PID8143,2023-08-25,06:16:43,2,178.12,356.24,Delivered,Credit Card,Standard,2023-08-27,Books,4.9,
ORD917437,CUS6586,PID8577,2025-06-10,22:52:25,1,460.82,460.82,Processing,paypal,Express,,Electronics,,
ORD283942,CUS2715,PID5641,2025-07-26,18:28:39,3,80.4,241.2,Shipped,Bank Transfer,Next-Day,2025-07-28,Books,,
ORD381636,CUS2973,PID5800,2025-07-02,16:28:25,3,84.51,253.53,Shipped,Gift Card,Next-Day,2025-07-03,Electronics,,
ORD759554,CUS1662,PID2159,2024-02-25,10:09:53,3,170.63,511.89,Cancelled,,Next-Day,,Sports,,Payment failed
ORD377586,CUS9809,PID8575,2024-01-18,18:32:55,5,339.8,1699.0,Delivered,Gift Card,Express,2024-01-19,Toys,3.6,
ORD661570,CUS4996,PID3506,2024-07-19,07:09:20,1,401.18,401.18,Delivered,paypal,Express,2024-07-21,Clothing,4.7,
ORD319932,CUS9994,PID5321,2023-12-22,12:56:50,1,134.97,134.97,Shipped,PayPal,Next-Day,2023-12-24,Sports,,
ORD139692,CUS1354,PID8276,2024-02-07,21:52:25,4,97.28,389.12,Shipped,paypal,Next-Day,2024-02-09,Clothing,,
ORD893648,CUS3826,PID5252,2024-10-14,10:22:27,2,319.6,639.2,Shipped,PayPal,Next-Day,2024-10-16,Toys,,
ORD634000,CUS6366,PID3691,2023-09-22,01:11:50,3,296.79,890.37,Returned,Bank Transfer,Next-Day,,Books,,
ORD430243,CUS2373,PID2618,2024-10-09,15:37:01,3,59.58,178.74,Shipped,Credit Card,Express,2024-10-10,Sports,,
ORD730263,CUS3796,PID8143,2025-01-22,16:12:44,4,178.12,712.48,Shipped,PayPal,Standard,2025-01-23,Books,,
ORD835814,CUS3092,PID2035,2025-02-20,06:57:30,5,277.26,1386.3,Cancelled,,Next-Day,,Sports,,Out of stock
ORD829402,CUS9559,PID7137,2025-01-07,11:51:26,2,141.59,283.18,Cancelled,,Standard,,Toys,,Payment failed
ORD678584,CUS5381,PID9965,2025-08-16,21:08:52,2,215.83,431.66,Returned,PayPal,Next-Day,,Home & Kitchen,,
ORD219567,CUS4465,PID9072,2024-02-27,12:32:25,5,437.99,2189.95,Processing,paypal,Standard,,Beauty,,
ORD905020,CUS4792,PID4872,2024-05-25,00:52:10,4,363.76,1455.04,Returned,Debit Card,Standard,,Electronics,,
ORD198532,CUS5677,PID1076,2023-12-06,12:37:29,4,461.5,1846.0,Returned,credit card,Express,,Beauty,,
ORD784836,CUS5415,PID1484,2024-02-26,02:30:22,4,401.32,1605.28,Delivered,Debit Card,Standard,2024-02-28,Home & Kitchen,3.1,
ORD342120,CUS6069,PID8360,2024-03-19,03:59:11,3,407.17,1221.51,Returned,Gift Card,Express,,Electronics,,
ORD274242,CUS6185,PID4262,2024-03-09,08:11:16,5,168.78,843.9,Returned,credit card,Standard,,Electronics,,
ORD820982,CUS9595,PID2675,2025-07-23,07:59:28,4,60.39,241.56,Cancelled,,Express,,Home & Kitchen,,
ORD409271,CUS4005,PID1639,2023-10-17,13:20:04,1,157.33,157.33,Processing,credit card,Next-Day,,Beauty,,
ORD387983,CUS8376,PID9696,2023-12-23,14:30:45,2,96.72,193.44,Processing,Debit Card,Express,,Toys,,
ORD200394,CUS3910,PID1496,2025-01-28,16:28:25,4,414.79,1659.16,Delivered,Bank Transfer,Next-Day,2025-01-30,Toys,3.9,
ORD992764,CUS1541,PID9107,2025-02-13,11:40:20,5,333.04,1665.2,Shipped,Credit Card,Standard,2025-02-14,Beauty,,
ORD193903,CUS3401,PID8879,2024-01-02,22:26:28,4,442.55,1770.2,Delivered,credit card,Standard,2024-01-05,Electronics,1.1,
ORD338213,CUS6307,PID5653,2025-02-07,10:54:33,5,169.74,848.7,Processing,Credit Card,Standard,,Toys,,
ORD655546,CUS5782,PID5862,2024-07-13,20:40:49,5,96.91,484.55,Processing,Debit Card,Next-Day,,Books,,
ORD345614,CUS8675,PID8056,2025-05-26,14:27:35,3,209.86,629.58,Cancelled,,Express,,Beauty,,
ORD214800,CUS5894,PID6234,2025-01-14,13:59:31,5,376.89,1884.45,Returned,Credit Card,Express,,Sports,,
ORD104501,CUS5606,PID9291,2023-11-16,07:09:55,5,52.23,261.15,Returned,Gift Card,Next-Day,,Toys,,
ORD987086,CUS4561,PID5800,2024-04-28,11:30:26,2,84.51,169.02,Returned,Debit Card,Express,,Electronics,,
ORD904005,CUS7984,PID1520,2025-03-25,06:30:52,4,342.34,1369.36,Shipped,Gift Card,Express,2025-03-26,Home & Kitchen,,
ORD825192,CUS9086,PID5800,2024-04-29,12:46:53,5,84.51,422.55,Returned,Bank Transfer,Express,,Electronics,,
ORD220834,CUS2154,PID6364,2024-06-10,03:26:34,3,459.8,1379.4,Cancelled,,Next-Day,,Clothing,,Out of stock
ORD826528,CUS1123,PID6896,2024-11-15,07:03:38,3,288.22,864.66,Delivered,PayPal,Next-Day,2024-11-16,Books,2.6,
ORD656206,CUS2902,PID7137,2024-12-04,12:54:41,5,141.59,707.95,Shipped,Gift Card,Express,2024-12-07,Toys,,
ORD461891,CUS7221,PID3747,2025-05-15,05:03:53,4,406.93,1627.72,Delivered,credit card,Next-Day,2025-05-17,Clothing,4.2,
ORD149274,CUS5554,PID3275,2024-11-21,07:58:02,1,409.36,409.36,Delivered,Credit Card,Next-Day,2024-11-23,Books,2.0,
ORD311837,CUS1843,PID6601,2024-08-23,05:11:56,3,284.84,854.52,Returned,Bank Transfer,Next-Day,,Books,,
ORD113405,CUS4216,PID2420,2024-05-09,04:58:45,4,310.82,1243.28,Returned,credit card,Standard,,Sports,,
ORD519773,CUS9812,PID3060,2023-11-27,12:23:19,4,465.4,1861.6,Processing,Credit Card,Express,,Sports,,
ORD333029,CUS5156,PID8276,2024-05-31,00:58:14,3,97.28,291.84,Returned,Bank Transfer,Express,,Clothing,,
ORD558534,CUS1537,PID2679,2025-04-09,02:18:25,1,144.46,144.46,Cancelled,,Express,,Sports,,Payment failed
ORD206395,CUS9699,PID4920,2025-02-02,14:41:05,3,152.81,458.43,Shipped,Credit Card,Next-Day,2025-02-05,Books,,
ORD694741,CUS3057,PID5690,2024-10-31,22:40:40,2,236.17,472.34,Shipped,paypal,Standard,2024-11-03,Sports,,
ORD748689,CUS4922,PID5225,2024-01-02,03:48:11,1,465.14,465.14,Delivered,paypal,Standard,2024-01-03,Sports,1.5,
ORD437269,CUS4096,PID4679,2024-05-27,08:03:46,5,162.33,811.65,Processing,credit card,Express,,Electronics,,
ORD706204,CUS4968,PID5626,2024-09-30,02:11:59,5,330.13,1650.65,Delivered,Credit Card,Standard,2024-10-02,Books,4.3,
ORD953812,CUS7039,PID7441,2024-10-10,22:12:00,1,402.62,402.62,Delivered,credit card,Express,2024-10-13,Sports,2.4,
ORD574171,CUS4970,PID4794,2025-05-29,07:26:02,2,234.07,468.14,Shipped,Bank Transfer,Express,2025-05-30,Toys,,
ORD327549,CUS8124,PID8879,2025-07-09,18:23:37,3,442.55,1327.65,Cancelled,,Express,,Electronics,,Out of stock
ORD364860,CUS3023,PID4341,2024-02-22,21:49:10,1,231.56,231.56,Returned,Bank Transfer,Next-Day,,Toys,,
ORD518916,CUS9256,PID8994,2024-06-15,11:27:34,5,116.36,581.8,Shipped,Bank Transfer,Next-Day,2024-06-16,Electronics,,
ORD889888,CUS3609,PID2367,2023-11-20,19:38:23,1,332.63,332.63,Returned,Credit Card,Express,,Home & Kitchen,,
ORD490038,CUS1501,PID9291,2024-05-06,18:44:51,3,52.23,156.69,Processing,Bank Transfer,Standard,,Toys,,
ORD611629,CUS4326,PID5171,2025-01-30,01:26:21,2,298.29,596.58,Returned,paypal,Next-Day,,Electronics,,
ORD552941,CUS7443,PID4118,2024-04-29,08:32:30,1,351.11,351.11,Cancelled,,Standard,,Clothing,,Customer request
ORD802957,CUS6337,PID5198,2023-10-25,22:32:03,3,43.53,130.59,Shipped,credit card,Standard,2023-10-28,Sports,,
ORD535545,CUS7396,PID8571,2025-05-27,16:38:36,4,22.2,88.8,Delivered,Gift Card,Standard,2025-05-28,Home & Kitchen,1.9,
ORD547958,CUS9818,PID5808,2025-06-30,22:24:47,2,375.23,750.46,Shipped,PayPal,Express,2025-07-01,Toys,,
ORD442637,CUS9021,PID7777,2023-11-21,22:29:17,5,255.81,1279.05,Delivered,Debit Card,Express,2023-11-23,Electronics,1.4,
ORD398815,CUS6618,PID8573,2025-04-21,15:24:27,2,298.31,596.62,Returned,Bank Transfer,Express,,Home & Kitchen,,
ORD739566,CUS5902,PID9854,2024-10-07,15:39:46,4,154.68,618.72,Returned,Debit Card,Standard,,Electronics,,
ORD715588,CUS5065,PID1549,2023-10-07,07:35:10,5,455.49,2277.45,Returned,credit card,Standard,,Home & Kitchen,,
ORD712863,CUS3711,PID2039,2024-03-07,06:33:27,3,353.37,1060.11,Shipped,PayPal,Express,2024-03-08,Clothing,,
ORD149032,CUS8113,PID8414,2025-04-19,16:47:38,1,454.3,454.3,Shipped,Debit Card,Next-Day,2025-04-20,Toys,,
ORD451889,CUS4113,PID9806,2024-06-09,21:06:28,1,167.16,167.16,Processing,Gift Card,Next-Day,,Sports,,
ORD872677,CUS2520,PID7173,2024-09-15,07:20:34,3,207.18,621.54,Delivered,Credit Card,Standard,2024-09-18,Toys,1.1,
ORD771378,CUS2785,PID8295,2024-03-08,06:44:20,4,304.77,1219.08,Returned,Gift Card,Next-Day,,Sports,,
ORD126703,CUS8959,PID3291,2023-11-08,12:39:13,4,467.2,1868.8,Processing,Bank Transfer,Standard,,Electronics,,
ORD647687,CUS3540,PID7480,2024-07-31,16:01:12,3,115.77,347.31,Shipped,paypal,Standard,2024-08-01,Clothing,,
ORD281292,CUS3265,PID5638,2024-12-18,14:55:19,5,249.8,1249.0,Returned,Gift Card,Express,,Beauty,,
ORD914607,CUS3170,PID9378,2024-08-06,04:24:16,4,357.1,1428.4,Cancelled,,Express,,Sports,,
ORD977735,CUS4919,PID4920,2024-07-02,21:22:44,1,152.81,152.81,Processing,credit card,Standard,,Books,,
ORD712804,CUS7772,PID8549,2024-11-30,21:40:23,1,162.16,162.16,Returned,Credit Card,Next-Day,,Beauty,,
ORD358268,CUS3621,PID7137,2024-03-02,10:01:11,5,141.59,707.95,Processing,Credit Card,Next-Day,,Toys,,
ORD987876,CUS2567,PID4169,2023-12-11,16:04:18,4,32.51,130.04,Cancelled,,Next-Day,,Clothing,,Out of stock
ORD295959,CUS2196,PID6131,2025-07-25,15:13:19,5,459.11,2295.55,Cancelled,,Next-Day,,Toys,,Customer request
ORD772436,CUS4727,PID2715,2024-06-22,18:30:04,5,181.3,906.5,Cancelled,,Express,,Beauty,,Customer request
ORD660850,CUS9986,PID1496,2024-05-04,18:17:03,5,414.79,2073.95,Returned,Bank Transfer,Express,,Toys,,
ORD512926,CUS7421,PID6557,2023-09-23,23:28:06,5,198.9,994.5,Shipped,Debit Card,Express,2023-09-24,Books,,
ORD435490,CUS8523,PID2618,2024-01-13,20:48:30,1,59.58,59.58,Cancelled,,Express,,Sports,,Customer request
ORD557341,CUS9628,PID1637,2024-01-28,04:15:30,4,217.65,870.6,Cancelled,,Standard,,Sports,,Customer request
ORD443518,CUS8019,PID5641,2024-07-31,12:46:40,5,80.4,402.0,Cancelled,,Next-Day,,Books,,Fraud detected
ORD841891,CUS7028,PID1384,2023-10-21,20:23:18,4,463.22,1852.88,Delivered,PayPal,Next-Day,2023-10-24,Home & Kitchen,3.5,
ORD870420,CUS3913,PID7163,2025-06-19,00:17:19,5,183.14,915.7,Cancelled,,Next-Day,,Toys,,Payment failed
ORD989373,CUS3687,PID6299,2023-12-01,14:41:22,3,404.67,1214.01,Delivered,PayPal,Next-Day,2023-12-03,Books,2.4,
ORD324323,CUS5934,PID7825,2025-06-26,16:06:38,2,84.86,169.72,Shipped,paypal,Express,2025-06-29,Beauty,,
ORD622341,CUS7188,PID7244,2025-03-25,10:21:23,2,331.22,662.44,Shipped,Bank Transfer,Next-Day,2025-03-26,Books,,
ORD630262,CUS9499,PID9107,2025-06-30,09:07:06,3,333.04,999.12,Returned,Credit Card,Express,,Beauty,,
ORD318605,CUS5736,PID7491,2024-12-10,09:05:23,3,202.09,606.27,Shipped,Bank Transfer,Next-Day,2024-12-13,Books,,
ORD884561,CUS7327,PID8622,2025-03-13,10:25:55,5,405.92,2029.6,Processing,Bank Transfer,Standard,,Electronics,,
ORD166994,CUS8453,PID8281,2024-06-28,04:30:06,5,435.53,2177.65,Delivered,Debit Card,Express,2024-07-01,Home & Kitchen,3.8,
ORD581335,CUS6522,PID9371,2023-10-23,06:39:14,2,59.25,118.5,Processing,Debit Card,Standard,,Books,,
ORD326268,CUS4255,PID9877,2024-05-30,17:36:02,2,54.96,109.92,Cancelled,,Standard,,Sports,,Customer request
ORD813056,CUS9672,PID6737,2024-01-23,20:53:41,4,220.79,883.16,Processing,Debit Card,Standard,,Books,,
ORD198751,CUS1917,PID1487,2024-03-11,06:42:42,3,310.58,931.74,Processing,Credit Card,Express,,Toys,,
ORD275788,CUS3969,PID4262,2025-02-26,09:47:51,5,168.78,843.9,Cancelled,,Next-Day,,Electronics,,Fraud detected
ORD519721,CUS3264,PID6283,2023-12-13,04:18:07,4,490.13,1960.52,Delivered,Gift Card,Standard,2023-12-16,Electronics,1.4,
ORD260637,CUS8541,PID4449,2024-01-24,20:59:08,4,64.75,259.0,Returned,Gift Card,Standard,,Beauty,,
ORD495553,CUS1694,PID2113,2024-02-27,20:20:34,5,469.69,2348.45,Shipped,Gift Card,Express,2024-03-01,Books,,
ORD842046,CUS8137,PID2747,2024-01-08,18:41:27,2,487.51,975.02,Cancelled,,Next-Day,,Toys,,Payment failed
ORD116677,CUS8969,PID4043,2024-01-04,05:05:41,3,434.66,1303.98,Cancelled,,Express,,Clothing,,Out of stock
ORD176114,CUS7222,PID9684,2024-07-19,10:59:14,2,66.47,132.94,Processing,PayPal,Next-Day,,Toys,,
ORD167076,CUS1900,PID2420,2024-03-11,06:36:06,1,310.82,310.82,Returned,Bank Transfer,Next-Day,,Sports,,
ORD740983,CUS7703,PID5321,2025-04-12,10:48:47,1,134.97,134.97,Delivered,Bank Transfer,Standard,2025-04-14,Sports,4.4,
ORD606118,CUS4639,PID8622,2024-11-04,10:28:34,3,405.92,1217.76,Shipped,PayPal,Standard,2024-11-06,Electronics,,
ORD898096,CUS2015,PID5626,2024-12-06,04:28:02,3,330.13,990.39,Processing,Credit Card,Next-Day,,Books,,
ORD557001,CUS4481,PID6299,2024-08-11,11:47:07,1,404.67,404.67,Shipped,Debit Card,Standard,2024-08-14,Books,,
ORD394107,CUS6023,PID7270,2024-04-15,14:21:21,3,147.08,441.24,Cancelled,,Standard,,Books,,
ORD962778,CUS8340,PID3060,2025-05-15,20:59:45,1,465.4,465.4,Cancelled,,Next-Day,,Sports,,Fraud detected
ORD531260,CUS6300,PID2535,2023-09-14,18:58:28,3,495.36,1486.08,Shipped,Gift Card,Express,2023-09-17,Home & Kitchen,,
ORD721442,CUS8519,PID4341,2024-01-29,03:31:54,5,231.56,1157.8,Returned,Credit Card,Standard,,Toys,,
ORD192706,CUS6139,PID6131,2024-10-03,01:54:38,2,459.11,918.22,Shipped,Credit Card,Standard,2024-10-04,Toys,,
ORD253872,CUS7143,PID9965,2023-11-22,22:38:20,2,215.83,431.66,Cancelled,,Standard,,Home & Kitchen,,Fraud detected
ORD969339,CUS7414,PID6424,2024-11-03,02:52:41,3,338.42,1015.26,Processing,Credit Card,Standard,,Sports,,
ORD166872,CUS3407,PID3026,2024-04-25,23:20:51,5,381.6,1908.0,Shipped,credit card,Next-Day,2024-04-28,Toys,,
ORD614795,CUS4352,PID4872,2024-03-09,09:49:26,4,363.76,1455.04,Returned,Debit Card,Express,,Electronics,,
ORD582584,CUS4112,PID9854,2025-01-29,02:42:26,3,154.68,464.04,Processing,Gift Card,Express,,Electronics,,
ORD518484,CUS2168,PID9696,2024-10-29,17:13:42,1,96.72,96.72,Shipped,credit card,Express,2024-10-30,Toys,,
ORD869955,CUS9531,PID2675,2024-06-24,03:41:10,4,60.39,241.56,Returned,credit card,Express,,Home & Kitchen,,
ORD886349,CUS4908,PID3026,2024-09-01,16:36:45,4,381.6,1526.4,Cancelled,,Standard,,Toys,,Fraud detected
ORD598892,CUS5257,PID6424,2025-05-10,22:23:19,4,338.42,1353.68,Cancelled,,Express,,Sports,,Fraud detected
ORD307737,CUS9431,PID6557,2024-10-26,05:23:09,3,198.9,596.7,Processing,PayPal,Next-Day,,Books,,
ORD556664,CUS2309,PID6435,2024-05-16,00:34:35,1,353.56,353.56,Returned,PayPal,Express,,Beauty,,
ORD589786,CUS6116,PID4772,2025-07-25,22:46:54,4,363.03,1452.12,Shipped,Bank Transfer,Next-Day,2025-07-26,Electronics,,
ORD436506,CUS4458,PID5733,2023-09-04,09:56:03,3,272.49,817.47,Returned,Debit Card,Standard,,Home & Kitchen,,
ORD188021,CUS8418,PID1484,2024-05-06,12:02:59,5,401.32,2006.6,Returned,Credit Card,Standard,,Home & Kitchen,,
ORD832604,CUS1113,PID6956,2024-06-12,12:46:27,4,222.02,888.08,Shipped,Gift Card,Express,2024-06-13,Beauty,,
ORD528137,CUS7262,PID3291,2023-10-02,07:33:35,4,467.2,1868.8,Shipped,Credit Card,Standard,2023-10-04,Electronics,,
ORD935918,CUS7899,PID6737,2024-02-02,10:17:15,5,220.79,1103.95,Cancelled,,Standard,,Books,,Payment failed
ORD754084,CUS4235,PID5892,2024-10-17,19:41:42,4,16.54,66.16,Returned,Gift Card,Express,,Sports,,
ORD962994,CUS9150,PID5328,2025-04-20,04:27:21,1,223.17,223.17,Delivered,Credit Card,Standard,2025-04-21,Clothing,4.9,
ORD478784,CUS8114,PID4872,2025-06-07,18:14:29,4,363.76,1455.04,Cancelled,,Next-Day,,Electronics,,Out of stock
ORD902558,CUS3658,PID5792,2025-02-13,04:47:55,2,485.88,971.76,Delivered,Credit Card,Express,2025-02-14,Clothing,4.3,
ORD870535,CUS8822,PID1992,2023-10-27,18:58:10,5,184.59,922.95,Shipped,paypal,Standard,2023-10-28,Sports,,
ORD238953,CUS8760,PID2747,2024-01-18,02:35:11,5,487.51,2437.55,Processing,Credit Card,Express,,Toys,,
ORD808559,CUS8902,PID4416,2024-07-26,15:00:43,5,499.06,2495.3,Cancelled,,Standard,,Home & Kitchen,,Out of stock
ORD981200,CUS1722,PID5733,2023-08-30,12:45:19,1,272.49,272.49,Returned,Gift Card,Next-Day,,Home & Kitchen,,
ORD860981,CUS7373,PID8187,2025-07-06,18:19:28,1,177.8,177.8,Cancelled,,Next-Day,,Electronics,,Payment failed
ORD798939,CUS4790,PID8187,2025-06-26,17:16:21,3,177.8,533.4,Processing,PayPal,Next-Day,,Electronics,,
ORD115897,CUS6471,PID4169,2024-10-22,05:16:05,2,32.51,65.02,Returned,paypal,Next-Day,,Clothing,,
ORD852889,CUS8638,PID4144,2023-10-30,00:45:01,4,165.02,660.08,Shipped,credit card,Next-Day,2023-11-01,Home & Kitchen,,
ORD293854,CUS6914,PID3086,2024-02-16,00:02:53,1,97.04,97.04,Cancelled,,Express,,Home & Kitchen,,
ORD100442,CUS9355,PID5252,2025-07-28,11:07:35,3,319.6,958.8,Delivered,Credit Card,Next-Day,2025-07-31,Toys,3.4,
ORD757638,CUS1690,PID6613,2025-07-11,18:31:54,4,238.24,952.96,Shipped,Debit Card,Standard,2025-07-12,Beauty,,
ORD881498,CUS9748,PID5446,2025-04-09,01:43:34,1,470.32,470.32,Returned,Gift Card,Next-Day,,Toys,,
ORD939810,CUS9083,PID9378,2024-11-30,22:33:48,2,357.1,714.2,Delivered,Credit Card,Next-Day,2024-12-02,Sports,2.7,
ORD820085,CUS5357,PID9684,2024-11-10,22:46:18,3,66.47,199.41,Delivered,Bank Transfer,Next-Day,2024-11-11,Toys,3.8,
ORD282791,CUS2119,PID9478,2025-03-10,01:06:39,1,92.33,92.33,Shipped,Bank Transfer,Standard,2025-03-13,Clothing,,
ORD912760,CUS8510,PID2505,2023-10-23,07:48:28,5,107.65,538.25,Cancelled,,Standard,,Sports,,Out of stock
ORD506338,CUS3650,PID8549,2025-08-17,13:27:00,4,162.16,648.64,Cancelled,,Express,,Beauty,,Payment failed
ORD270118,CUS5030,PID3086,2024-10-30,23:37:03,4,97.04,388.16,Delivered,credit card,Standard,2024-10-31,Home & Kitchen,2.3,
ORD693531,CUS6307,PID2505,2024-02-23,13:24:27,2,107.65,215.3,Processing,Credit Card,Express,,Sports,,
ORD259533,CUS4888,PID3713,2024-07-23,18:51:23,1,27.74,27.74,Cancelled,,Next-Day,,Books,,Customer request
ORD730643,CUS9940,PID6435,2023-10-11,21:23:29,3,353.56,1060.68,Cancelled,,Next-Day,,Beauty,,Fraud detected
ORD373775,CUS3401,PID8087,2025-04-15,09:56:42,3,461.0,1383.0,Cancelled,,Next-Day,,Clothing,,Customer request
ORD933319,CUS8430,PID4169,2024-11-19,08:24:24,1,32.51,32.51,Delivered,Gift Card,Next-Day,2024-11-20,Clothing,4.4,
ORD591766,CUS1172,PID1800,2024-02-13,01:25:49,4,467.08,1868.32,Cancelled,,Next-Day,,Toys,,Fraud detected
ORD242846,CUS7639,PID2420,2024-01-22,16:43:32,1,310.82,310.82,Returned,PayPal,Express,,Sports,,
ORD369506,CUS2808,PID6600,2024-02-10,13:09:40,2,99.97,199.94,Cancelled,,Next-Day,,Sports,,
ORD838535,CUS3907,PID1302,2023-12-27,22:12:01,5,305.22,1526.1,Shipped,Debit Card,Next-Day,2023-12-30,Electronics,,
ORD330960,CUS1874,PID8776,2024-09-09,15:01:19,5,96.31,481.55,Delivered,paypal,Next-Day,2024-09-11,Toys,3.9,
ORD803897,CUS2049,PID2535,2025-02-19,08:34:07,1,495.36,495.36,Cancelled,,Express,,Home & Kitchen,,Fraud detected
ORD138522,CUS5556,PID9351,2025-08-19,14:45:38,5,333.35,1666.75,Cancelled,,Express,,Books,,Out of stock
ORD993645,CUS5919,PID6737,2025-01-01,21:41:11,4,220.79,883.16,Returned,paypal,Standard,,Books,,
ORD792145,CUS5120,PID5198,2024-12-25,06:59:56,4,43.53,174.12,Cancelled,,Standard,,Sports,,Payment failed
ORD101047,CUS4110,PID2844,2025-06-28,23:04:55,1,281.67,281.67,Delivered,paypal,Express,2025-07-01,Home & Kitchen,1.5,
ORD398234,CUS3564,PID2844,2025-02-23,21:30:08,5,281.67,1408.35,Delivered,paypal,Next-Day,2025-02-25,Home & Kitchen,2.0,
ORD950734,CUS4276,PID2367,2024-06-05,16:10:12,2,332.63,665.26,Shipped,Credit Card,Express,2024-06-06,Home & Kitchen,,
ORD331677,CUS9066,PID5808,2025-04-03,02:25:09,1,375.23,375.23,Cancelled,,Next-Day,,Toys,,Customer request
ORD530743,CUS4992,PID1800,2025-07-23,14:41:00,3,467.08,1401.24,Processing,credit card,Standard,,Toys,,
ORD266517,CUS7011,PID1637,2024-09-18,01:31:38,5,217.65,1088.25,Shipped,paypal,Standard,2024-09-20,Sports,,
ORD894322,CUS6520,PID3291,2024-10-01,01:58:07,2,467.2,934.4,Shipped,Credit Card,Express,2024-10-04,Electronics,,
ORD985102,CUS8274,PID8005,2024-03-18,10:54:14,3,418.44,1255.32,Returned,Bank Transfer,Standard,,Clothing,,
